step,loss,mean_reward,mean_kl
0,-0.09862485527992249,2.1757054328918457,0.0016366243362426758
1,0.0583682544529438,1.0455611944198608,-0.0005670785903930664
2,0.03754989802837372,3.1367316246032715,-7.152557373046875e-07
3,0.009966492652893066,0.8091004490852356,0.000618278980255127
4,-0.00026567326858639717,0.24097591638565063,0.0001760721206665039
5,0.01496998779475689,1.3720277547836304,5.5909156799316406e-05
6,-0.0037869997322559357,0.2969602048397064,0.00039196014404296875
7,-0.010538473725318909,2.656737804412842,-0.0003368258476257324
8,0.12345170974731445,1.789337158203125,0.0016112923622131348
9,-0.006298184394836426,2.0361061096191406,0.0018110275268554688
10,0.02546072006225586,0.19065916538238525,0.0003566145896911621
11,-0.03496196120977402,1.3521907329559326,0.0009278655052185059
12,0.03294363617897034,0.9962990283966064,0.00018930435180664062
13,-0.026548191905021667,1.5121327638626099,0.000912010669708252
14,-0.010884717106819153,1.422884464263916,0.0034748315811157227
15,0.03698591887950897,2.487623929977417,0.0006350874900817871
16,-0.0007876679301261902,1.7577413320541382,0.0024701356887817383
17,-0.12493008375167847,1.7888493537902832,0.004460513591766357
18,-0.0003337264060974121,1.4139654636383057,0.0005060434341430664
19,-0.031224802136421204,0.8977354764938354,-0.0005033016204833984
20,0.14334338903427124,1.7102829217910767,0.003592252731323242
21,0.015406765043735504,1.043540120124817,0.0004361867904663086
22,-0.02275487780570984,0.3246266543865204,0.0008096694946289062
23,-0.0019331276416778564,0.8261100053787231,0.00019848346710205078
24,0.0016331449151039124,0.4814485013484955,0.0010927915573120117
25,0.00012286938726902008,-0.1351085603237152,6.139278411865234e-05
26,0.042609333992004395,1.733518362045288,0.0006082057952880859
27,-0.009628787636756897,1.166593074798584,0.00025272369384765625
28,-0.009377524256706238,1.4809128046035767,-0.0006151199340820312
29,-0.012035857886075974,0.8183614015579224,0.004405081272125244
30,-0.00970882922410965,1.978165626525879,0.006584525108337402
31,0.03204885125160217,1.8022501468658447,0.0015702247619628906
32,-0.09466439485549927,2.7940514087677,-0.0005372166633605957
33,-0.004238598048686981,-0.33337336778640747,-0.00028204917907714844
34,0.007449515163898468,0.3653947710990906,0.0003132820129394531
35,0.0026425495743751526,1.7573720216751099,-0.0001493692398071289
36,0.14461824297904968,0.9853984713554382,-8.392333984375e-05
37,0.11223621666431427,1.2603580951690674,0.003110051155090332
38,0.02075258642435074,0.8687903881072998,0.0010856389999389648
39,-0.0037451088428497314,0.9743438959121704,-0.0007306337356567383
40,0.026241179555654526,0.36616453528404236,0.0002111196517944336
41,-0.007534682750701904,-0.07707542926073074,-0.0005586743354797363
42,0.12852340936660767,1.7859296798706055,0.001168966293334961
43,0.03761880099773407,1.3830289840698242,0.010004043579101562
44,0.03012104332447052,0.6985023021697998,-0.0007248520851135254
45,0.060608357191085815,1.4572268724441528,-0.0007388591766357422
46,-0.12053337693214417,0.4957914650440216,0.012935876846313477
47,0.14785446226596832,-0.2332688570022583,-0.0004267096519470215
48,0.011242292821407318,0.7303601503372192,6.306171417236328e-05
49,-0.022467851638793945,1.2862147092819214,0.002575397491455078
50,0.11349859833717346,1.4836935997009277,0.0008981227874755859
51,0.01192564144730568,2.395353078842163,0.014479637145996094
52,-0.00669524073600769,1.6980905532836914,-2.9802322387695312e-05
53,0.011471360921859741,2.176779270172119,0.012420237064361572
54,-0.01823487877845764,1.9536900520324707,0.008761763572692871
55,0.02364714816212654,1.4406276941299438,-0.000544130802154541
56,0.0015024596359580755,2.0825014114379883,0.005551576614379883
57,-0.024554163217544556,0.7393971681594849,0.018585920333862305
58,0.0019701533019542694,2.0762746334075928,-0.00028121471405029297
59,0.030439943075180054,0.9535096287727356,0.0006685256958007812
60,-0.021430809050798416,1.9734888076782227,0.006585121154785156
61,0.0657537579536438,0.5865617394447327,0.00011026859283447266
62,0.006852560676634312,0.3120063543319702,-0.0010221600532531738
63,0.1141679435968399,1.7933725118637085,0.012684941291809082
64,0.0068662832491099834,1.9364407062530518,0.00043332576751708984
65,0.01931959204375744,2.7542471885681152,0.0017304420471191406
66,-0.006992235779762268,1.0286470651626587,-0.0015970468521118164
67,-0.10034054517745972,1.5327149629592896,0.010313153266906738
68,-0.007616548798978329,2.479175329208374,0.01504361629486084
69,0.003411734476685524,2.6200509071350098,0.0015300512313842773
70,0.05671888589859009,1.5503506660461426,0.01767754554748535
71,0.008661543019115925,1.0238053798675537,0.003337383270263672
72,-0.009478848427534103,0.10662056505680084,8.809566497802734e-05
73,0.06237678974866867,1.5768039226531982,0.01702737808227539
74,0.09335288405418396,1.9332687854766846,0.004166007041931152
75,0.003902990370988846,2.86747145652771,0.03929293155670166
76,0.05274083837866783,1.574568748474121,-0.0014731884002685547
77,0.001277342438697815,1.810379981994629,0.0017964839935302734
78,0.00039435457438230515,2.678243637084961,0.02643519639968872
79,-0.028471067547798157,2.0959181785583496,0.005421280860900879
80,-0.010292578488588333,1.6464133262634277,0.0019577741622924805
81,0.01996724307537079,1.1576403379440308,0.009151756763458252
82,-0.0078089237213134766,-0.47293412685394287,0.0004425048828125
83,-0.023926250636577606,1.3218379020690918,0.017841696739196777
84,-0.04322071373462677,2.5318007469177246,0.0016321539878845215
85,0.020387694239616394,2.3282527923583984,0.0012662410736083984
86,-0.006134288385510445,0.7602032423019409,0.04372513294219971
87,-0.01525050401687622,1.363863229751587,0.007362723350524902
88,0.05476829409599304,1.0299705266952515,0.02924102544784546
89,0.003476858139038086,0.3626643419265747,0.004639863967895508
90,-0.06456765532493591,0.7158182859420776,0.016664981842041016
91,0.04924151301383972,0.566910982131958,0.025196433067321777
92,0.03339385986328125,1.0785760879516602,0.03772318363189697
93,0.06160175800323486,1.7308509349822998,0.0013990402221679688
94,0.04850168526172638,1.0293331146240234,0.0032355785369873047
95,0.02595295011997223,0.23784001171588898,-0.0008116364479064941
96,0.007043506950139999,2.207207202911377,0.0048552751541137695
97,0.008324377238750458,1.4060611724853516,-0.0006732344627380371
98,0.009047329425811768,1.5492961406707764,-0.0026525259017944336
99,0.01912008225917816,0.976242184638977,0.01790142059326172
